Total Instructions,Total Cycles,cpu energy,dram energy,total energy,total time
10188977,7151151,37659.0,1160.0,38819.0,0.0018672943115234375
10189491,7180541,69580.0,1953.0,71533.0,0.0017719268798828125
10189266,7134690,71533.0,2014.0,73547.0,0.0017702579498291016
10190635,7215959,72570.0,1953.0,74523.0,0.0017778873443603516
10190600,7320326,73792.0,1953.0,75745.0,0.001733541488647461
10190768,7245004,69396.0,1770.0,71166.0,0.0017690658569335938
10192237,7168270,74768.0,2320.0,77088.0,0.0017707347869873047
10193054,7195462,32837.0,1159.0,33996.0,0.0017344951629638672
10192709,7250946,72754.0,2075.0,74829.0,0.0017888545989990234
10194303,7218823,75195.0,2015.0,77210.0,0.0017714500427246094
10194928,7125057,70617.0,2014.0,72631.0,0.0017938613891601562
10195024,7113086,84046.0,1953.0,85999.0,0.0017096996307373047
10168237,7154383,62866.0,1892.0,64758.0,0.0018002986907958984
10168968,7186327,42968.0,1953.0,44921.0,0.0017549991607666016
10169704,7311462,33447.0,977.0,34424.0,0.0017771720886230469
10171388,7148648,75195.0,1709.0,76904.0,0.0018618106842041016
10196138,7953155,68176.0,1709.0,69885.0,0.0016989707946777344
10196050,8377573,69824.0,1709.0,71533.0,0.0017375946044921875
10197222,8923806,68237.0,1648.0,69885.0,0.00183868408203125
10198266,8373524,73487.0,1220.0,74707.0,0.001873016357421875
10197200,8969193,69824.0,1160.0,70984.0,0.0017895698547363281
10198914,8613746,74706.0,1221.0,75927.0,0.0018165111541748047
10199651,8694790,33326.0,610.0,33936.0,0.0018477439880371094
10199710,8941297,69701.0,611.0,70312.0,0.0018353462219238281
10200842,8017334,77820.0,1525.0,79345.0,0.0018835067749023438
10201836,10141502,37231.0,854.0,38085.0,0.0018796920776367188
10201525,9533302,73914.0,1282.0,75196.0,0.001882314682006836
10202965,8406872,73791.0,1221.0,75012.0,0.001957416534423828
10202765,8908151,110840.0,3540.0,114380.0,0.002528667449951172
10202605,9269815,73486.0,1526.0,75012.0,0.0020003318786621094
10203554,8301442,70129.0,1281.0,71410.0,0.0018188953399658203
10203751,10214738,72998.0,1221.0,74219.0,0.001840353012084961
10203240,7989161,75073.0,1221.0,76294.0,0.001863718032836914
10205078,9950213,82763.0,3540.0,86303.0,0.0023674964904785156
10204929,8844569,39185.0,915.0,40100.0,0.0018498897552490234
10204872,8035143,38880.0,976.0,39856.0,0.0017178058624267578
10205615,10244871,83313.0,2198.0,85511.0,0.001798868179321289
10206873,8445965,69335.0,1831.0,71166.0,0.001875162124633789
10208249,10700965,73914.0,1892.0,75806.0,0.0017642974853515625
10209369,10632618,80383.0,2441.0,82824.0,0.0019440650939941406
10209691,9101610,66528.0,3662.0,70190.0,0.002290010452270508
10209810,8764685,115722.0,4456.0,120178.0,0.0021250247955322266
10211065,10607989,105347.0,7141.0,112488.0,0.002712726593017578
10211696,8734879,101318.0,4944.0,106262.0,0.0025229454040527344
10210449,9727602,97778.0,5737.0,103515.0,0.0025053024291992188
10211632,9785937,70862.0,5127.0,75989.0,0.0024955272674560547
10214029,8588439,84778.0,4882.0,89660.0,0.002666473388671875
10211898,8755037,94177.0,5921.0,100098.0,0.002570629119873047
10212488,9544980,114745.0,7019.0,121764.0,0.00258636474609375
10213106,7897095,80872.0,4578.0,85450.0,0.002377748489379883
10212913,10618638,103210.0,5004.0,108214.0,0.0023064613342285156
